station_code,flow_data,sensors,station_name,station_type,query,altitude,latitude,longitude,county,river_basin,data_source
NFH,   1140 CFS,flow,TRINITY R ABV NF TRINITY NR HELENA,real-time,/cgi-progs/queryF?NFH,1410,40.7665328979492,-123.114479064941,TRINITY,TRINITY R,http://cdec.water.ca.gov/
TJC,   1030 CFS,flow,TRINITY R AT JUNCTION CITY,real-time,/cgi-progs/queryF?TJC,1445,40.7284774780273,-123.061973571777,TRINITY,TRINITY R,http://cdec.water.ca.gov/
DGC,    658 CFS,flow,TRINITY RIVER AT DOUGLAS CITY,real-time,/cgi-progs/queryF?DGC,1600,40.6452789306641,-122.956665039063,TRINITY,TRINITY R,http://cdec.water.ca.gov/
HPA,   8170 CFS,flow,TRINITY RIVER AT HOOPA,real-time,/cgi-progs/queryF?HPA,330,41.0498504638672,-123.673667907715,HUMBOLDT,TRINITY R,http://cdec.water.ca.gov/
TLK,    440 CFS,flow,TRINITY RIVER BELOW LIMEKILN GULCH,real-time,/cgi-progs/queryF?TLK,1650,40.673,-122.919,TRINITY,TRINITY R,http://cdec.water.ca.gov/
TBR,   1900 CFS,flow,TRINITY RIVER NEAR BURNT RANCH,real-time,/cgi-progs/queryF?TBR,944,40.7887496948242,-123.440040588379,TRINITY,TRINITY R,http://cdec.water.ca.gov/
TBB,    376 CFS,flow,TRUCKEE R AT BOCA BRIDGE,real-time,/cgi-progs/queryF?TBB,5484,39.3851852416992,-120.087699890137,NEVADA,TRUCKEE R,http://cdec.water.ca.gov/
FAR,    402 CFS,flow,TRUCKEE RIVER AT FARAD,real-time,/cgi-progs/queryF?FAR,5153,39.4279632568359,-120.034088134766,NEVADA,TRUCKEE R,http://cdec.water.ca.gov/
TTC,     56 CFS,flow,TRUCKEE RIVER AT TAHOE CITY,real-time,/cgi-progs/queryF?TTC,5930,39.1662940979004,-120.144355773926,PLACER,TRUCKEE R,http://cdec.water.ca.gov/
TRK,     95 CFS,flow,TRUCKEE RIVER NEAR TRUCKEE,real-time,/cgi-progs/queryF?TRK,5858,39.2962951660156,-120.205474853516,NEVADA,TRUCKEE R,http://cdec.water.ca.gov/
TAI,    152 CFS,flow,TUOLUMNE R ABV EARLY INTAKE NEAR MATHER,real-time,/cgi-progs/queryF?TAI,2420,37.8793678283691,-119.947128295898,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
TGC,    152 CFS,flow,TUOLUMNE R AT THE GRAND CYN OF TUOLUMNE ,real-time,/cgi-progs/queryF?TGC,3830,37.9165878295898,-119.659896850586,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
TRW,    225 CFS,flow,TUOLUMNE R AT WATERFORD,real-time,/cgi-progs/queryF?TRW,100,37.6336,-120.76556,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
TBI,    184 CFS,flow,TUOLUMNE R BL EARLY INTAKE NEAR MATHER,real-time,/cgi-progs/queryF?TBI,2200,37.881591796875,-119.970184326172,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
LGN,    169 CFS,flow,TUOLUMNE R BLW LA GRANGE DAM NR LA GRANG,real-time,/cgi-progs/queryF?LGN,170,37.6663208007813,-120.442138671875,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
MOD,    538 CFS,flow,TUOLUMNE RIVER AT MODESTO,real-time,/cgi-progs/queryF?MOD,90,37.6268768310547,-120.987991333008,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
TRH,     48 CFS,flow,TUOLUMNE RIVER NEAR HETCH HETCHY,real-time,/cgi-progs/queryF?TRH,3430,37.9374198913574,-119.798233032227,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
TRN,   2992 CFS,flow,TURNER CUT NEAR HOLT,real-time,/cgi-progs/queryF?TRN,0,37.9928,-121.4542,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
UPT,     54 CFS,flow,UPPER TRUCKEE AT SOUTH LAKE TAHOE,real-time,/cgi-progs/queryF?UPT,6229,38.9224090576172,-119.991569519043,EL DORADO,TRUCKEE R,http://cdec.water.ca.gov/
BRI,   2720 CFS,flow,VAN DUZEN R NR BRIDGEVILLE AT GRIZZLY CR,real-time,/cgi-progs/queryF?BRI,358,40.4804153442383,-123.89087677002,HUMBOLDT,VAN DUZEN R,http://cdec.water.ca.gov/
VCU,   3434 CFS,flow,VICTORIA CANAL NEAR BYRON,real-time,/cgi-progs/queryF?VCU,0,37.8717,-121.5283,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
WFR,    666 CFS,flow,WEST BRANCH FEATHER RIVER NEAR MAGALIA,real-time,/cgi-progs/queryF?WFR,1380,39.8139839172363,-121.571182250977,BUTTE,FEATHER R,http://cdec.water.ca.gov/
WCI,   6151 CFS,flow,WEST CANAL AT CLIFTON COURT INTAKE,real-time,/cgi-progs/queryF?WCI,0,37.8316,-121.554,CONTRA COSTA,SAN JOAQUIN R,http://cdec.water.ca.gov/
WCD,     20 CFS,flow,WILLOW CREEK NEAR STANDISH,real-time,/cgi-progs/queryF?WCD,4030,40.3811683654785,-120.434997558594,LASSEN,SURPRISE VALLEY,http://cdec.water.ca.gov/
WSL,       ART,flow,WILLOW SLOUGH AT SB WEST BURROW PIT,real-time,/cgi-progs/queryF?WSL,28,38.9145889282227,-121.627555847168,SUTTER,SACRAMENTO R,http://cdec.water.ca.gov/
LIS,      3 CFS,flow,YOLO BYPASS AT LISBON,real-time,/cgi-progs/queryF?LIS,0,38.475,-121.587,YOLO,SACRAMENTO R,http://cdec.water.ca.gov/
YBY,  15100 CFS,flow,YOLO BYPASS NEAR WOODLAND,real-time,/cgi-progs/queryF?YBY,-3,38.6776809692383,-121.64412689209,YOLO,SACRAMENTO R,http://cdec.water.ca.gov/
JBR,   1700 CFS,flow,YUBA RIVER AT JONES BAR,real-time,/cgi-progs/queryF?JBR,1060,39.292,-121.104,NEVADA,YUBA R,http://cdec.water.ca.gov/
YPB,   4828 CFS,flow,YUBA RIVER AT PARKS BAR BRIDGE,real-time,/cgi-progs/queryF?YPB,0,39.2306,-121.2817,YUBA,YUBA R,http://cdec.water.ca.gov/
MRY,   5510 CFS,flow,YUBA RIVER NEAR MARYSVILLE,real-time,/cgi-progs/queryF?MRY,88,39.175724029541,-121.524963378906,YUBA,YUBA R,http://cdec.water.ca.gov/
YRS,   4334 CFS,flow,YUBA RIVER NEAR SMARTVILLE,real-time,/cgi-progs/queryF?YRS,280,39.2351722717285,-121.274124145508,YUBA,YUBA R,http://cdec.water.ca.gov/
BAT,   1190 CFS,flow,BATTLE CREEK,daily,/cgi-progs/queryDaily?BAT,200,40.3982086181641,-122.146385192871,TEHAMA,SACRAMENTO R,http://cdec.water.ca.gov/
MCK,    603 CFS,flow,BEAR CREEK AT MC KEE ROAD,daily,/cgi-progs/queryDaily?MCK,167,37.3092,-120.4456,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
CFW,       BRT,flow,BEAR RIVER AT CAMP FAR WEST DAM,daily,/cgi-progs/queryDaily?CFW,260,39.05,-121.317,YUBA,BEAR R,http://cdec.water.ca.gov/
BCK,    929 CFS,flow,BUTTE CREEK NR CHICO,daily,/cgi-progs/queryDaily?BCK,300,39.7259941101074,-121.708862304687,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
BCD,    913 CFS,flow,BUTTE CREEK NR DURHAM,daily,/cgi-progs/queryDaily?BCD,190,39.6780128479004,-121.777481079102,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
RUM,    867 CFS,flow,CACHE CREEK AT RUMSEY BRIDGE,daily,/cgi-progs/queryDaily?RUM,400,38.89,-122.238,YOLO,CACHE CR,http://cdec.water.ca.gov/
CCY,   1580 CFS,flow,CACHE CREEK AT YOLO,daily,/cgi-progs/queryDaily?CCY,86,38.7271270751953,-121.807189941406,YOLO,CACHE CR,http://cdec.water.ca.gov/
IGO,    422 CFS,flow,CLEAR CREEK NR IGO,daily,/cgi-progs/queryDaily?IGO,673,40.5132064819336,-122.52417755127,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
MHB,   2200 CFS,flow,COSUMNES RIVER AT MICHIGAN BAR,daily,/cgi-progs/queryDaily?MHB,168,38.500186920166,-121.045219421387,SACRAMENTO,COSUMNES R,http://cdec.water.ca.gov/
CWA,   3480 CFS,flow,COTTONWOOD CREEK AUXILIARY GAGE,daily,/cgi-progs/queryDaily?CWA,364,40.3870964050293,-122.238609313965,TEHAMA,COTTONWOOD CR,http://cdec.water.ca.gov/
COW,   3290 CFS,flow,COW CREEK NEAR MILLVILLE,daily,/cgi-progs/queryDaily?COW,385,40.5048751831055,-122.233055114746,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
ELN,      2 CFS,flow,EASTSIDE BYPASS NEAR EL NIDO,daily,/cgi-progs/queryDaily?ELN,100,37.1475,-120.6053,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
FSW,  28200 CFS,flow,EEL RIVER AT FORT SEWARD,daily,/cgi-progs/queryDaily?FSW,320,40.2182006835938,-123.632530212402,HUMBOLDT,EEL R,http://cdec.water.ca.gov/
LEG,   4400 CFS,flow,EEL RIVER AT LEGGETT,daily,/cgi-progs/queryDaily?LEG,747,39.8745956420898,-123.720581054688,MENDOCINO,EEL R,http://cdec.water.ca.gov/
SCO,  51000 CFS,flow,EEL RIVER AT SCOTIA,daily,/cgi-progs/queryDaily?SCO,160,40.4915237426758,-124.099769592285,HUMBOLDT,EEL R,http://cdec.water.ca.gov/
EVA,   3017 CFS,flow,EEL RIVER BELOW VAN ARSDALE DAM 24HR AVG,daily,/cgi-progs/queryDaily?EVA,1400,39.3886,-123.115,MENDOCINO,EEL R,http://cdec.water.ca.gov/
MRD,   9630 CFS,flow,EEL RIVER SF NR MIRANDA (AT SYLVANDALE),daily,/cgi-progs/queryDaily?MRD,218,40.1818084716797,-123.776145935059,HUMBOLDT,EEL R,http://cdec.water.ca.gov/
MER,   1579 CFS,flow,FEATHER RIVER AT MERRIMAC,daily,/cgi-progs/queryDaily?MER,1560,39.709,-121.27,BUTTE,FEATHER R,http://cdec.water.ca.gov/
GRL,   1623 CFS,flow,FEATHER RIVER NEAR GRIDLEY,daily,/cgi-progs/queryDaily?GRL,92,39.3667,-121.6475,BUTTE,FEATHER R,http://cdec.water.ca.gov/
GLC,   6595 CFS,flow,GRANTLINE CANAL (USGS),daily,/cgi-progs/queryDaily?GLC,10,37.8196,-121.5485,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
KWK,   4880 CFS,flow,KESWICK (WATER QUALITY),daily,/cgi-progs/queryDaily?KWK,596,40.6009826660156,-122.444458007812,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
OLS,   8420 CFS,flow,KLAMATH RIVER AT ORLEANS,daily,/cgi-progs/queryDaily?OLS,430,41.3034591674805,-123.53450012207,HUMBOLDT,KLAMATH R,http://cdec.water.ca.gov/
KNK,  27000 CFS,flow,KLAMATH RIVER NEAR KLAMATH,daily,/cgi-progs/queryDaily?KNK,60,41.5109558105469,-123.979515075684,DEL NORTE,KLAMATH R,http://cdec.water.ca.gov/
ARC,   6230 CFS,flow,MAD RIVER NEAR ARCATA,daily,/cgi-progs/queryDaily?ARC,33,40.9098510742188,-124.060615539551,HUMBOLDT,MAD R,http://cdec.water.ca.gov/
MSS,    903 CFS,flow,MCCLOUD RIVER ABOVE SHASTA LAKE,daily,/cgi-progs/queryDaily?MSS,1100,40.958,-122.219,SHASTA,MC CLOUD R,http://cdec.water.ca.gov/
POH,    236 CFS,flow,MERCED R AT POHONO BR NR YOSEMITE,daily,/cgi-progs/queryDaily?POH,3862,37.7168731689453,-119.666275024414,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
CRS,    629 CFS,flow,MERCED RIVER AT CRESSY,daily,/cgi-progs/queryDaily?CRS,165,37.425,-120.663,MERCED,MERCED R,http://cdec.water.ca.gov/
MBB,   2139 CFS,flow,MERCED RIVER NEAR BRICEBURG,daily,/cgi-progs/queryDaily?MBB,1150,37.5989,-119.9781,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
MSN,    467 CFS,flow,MERCED RIVER NEAR SNELLING,daily,/cgi-progs/queryDaily?MSN,260,37.502,-120.451,MERCED,MERCED R,http://cdec.water.ca.gov/
MST,    484 CFS,flow,MERCED RIVER NEAR STEVINSON,daily,/cgi-progs/queryDaily?MST,82,37.371,-120.931,MERCED,MERCED R,http://cdec.water.ca.gov/
MDM,  13143 CFS,flow,MIDDLE RIVER AT MIDDLE RIVER,daily,/cgi-progs/queryDaily?MDM,10,37.943,-121.534,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
ORH,     38 CFS,flow,MIDDLE YUBA RIVER BELOW OUR HOUSE DAM,daily,/cgi-progs/queryDaily?ORH,1958,39.412,-120.997,YUBA,YUBA R,http://cdec.water.ca.gov/
MSG,    284 CFS,flow,MUD SLOUGH NR GUSTINE,daily,/cgi-progs/queryDaily?MSG,70,37.2625,-120.9056,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
NFW,     16 CFS,flow,N FK WILLOW CK NR SUGAR PINE,daily,/cgi-progs/queryDaily?NFW,5200,37.3978,-119.5592,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
NAP,   1870 CFS,flow,NAPA RIVER NEAR NAPA,daily,/cgi-progs/queryDaily?NAP,25,38.3682441711426,-122.30330657959,NAPA,NAPA R,http://cdec.water.ca.gov/
STH,    644 CFS,flow,NAPA RIVER NEAR ST HELENA,daily,/cgi-progs/queryDaily?STH,195,38.5112991333008,-122.455810546875,NAPA,NAPA R,http://cdec.water.ca.gov/
NFD,   2460 CFS,flow,NF AMERICAN R AT NORTH FORK DAM,daily,/cgi-progs/queryDaily?NFD,715,38.9360084533691,-121.023834228516,PLACER,AMERICAN R,http://cdec.water.ca.gov/
OKN,    726 CFS,flow,O'KANE (BLUE LAKE),daily,/cgi-progs/queryDaily?OKN,850,40.9059638977051,-123.815338134766,HUMBOLDT,REDWOOD CR,http://cdec.water.ca.gov/
OBI,  11169 CFS,flow,OLD RIVER AT BACON ISLAND (USGS),daily,/cgi-progs/queryDaily?OBI,10,37.970001,-121.571114,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
ODM,   1723 CFS,flow,OLD RIVER AT DELTA MENDOTA CANAL,daily,/cgi-progs/queryDaily?ODM,10,37.81,-121.541,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
OH1,   2321 CFS,flow,OLD RIVER AT HEAD,daily,/cgi-progs/queryDaily?OH1,15,37.808,-121.329,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
OLD,    365 CFS,flow,OLD RIVER NEAR TRACY,daily,/cgi-progs/queryDaily?OLD,5,37.805,-121.449,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
LCB,     21 CFS,flow,OREGON CREEK BELOW LOG CABIN,daily,/cgi-progs/queryDaily?LCB,1913,39.445,-121.058,YUBA,YUBA R,http://cdec.water.ca.gov/
OCL,       BRT,flow,ORESTIMBA CK AT RIVER RD NR CROWS LNDG,daily,/cgi-progs/queryDaily?OCL,65,37.4135475158691,-121.016044616699,STANISLAUS,SAN JOAQUIN R,http://cdec.water.ca.gov/
CHT,    711 CFS,flow,PAJARO RIVER AT CHITTENDEN,daily,/cgi-progs/queryDaily?CHT,82,36.9002304077148,-121.597724914551,SANTA CRUZ,PAJARO R,http://cdec.water.ca.gov/
BPD,     49 CFS,flow,PARROT DIV FROM BUTTE CREEK,daily,/cgi-progs/queryDaily?BPD,269,39.7089042663574,-121.754188537598,BUTTE,BUTTE CR,http://cdec.water.ca.gov/
PCN,     98 CFS,flow,PIT RIVER NEAR CANBY,daily,/cgi-progs/queryDaily?PCN,4266,41.4060020446777,-120.927742004395,MODOC,PIT R,http://cdec.water.ca.gov/
RBW,    392 CFS,flow,RAINBOW DIVERSION DAM,daily,/cgi-progs/queryDaily?RBW,1297,39.371,-122.605,COLUSA,STONY CR,http://cdec.water.ca.gov/
ORK,   3810 CFS,flow,REDWOOD CREEK AT ORICK,daily,/cgi-progs/queryDaily?ORK,36,41.2992897033691,-124.05118560791,HUMBOLDT,REDWOOD CR,http://cdec.water.ca.gov/
RRI,   5386 CFS,flow,ROUGH AND READY ISLAND,daily,/cgi-progs/queryDaily?RRI,15,37.963,-121.365,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
CLV,   5930 CFS,flow,RUSSIAN RIVER AT CLOVERDALE,daily,/cgi-progs/queryDaily?CLV,107,38.8793487548828,-123.053611755371,MENDOCINO,RUSSIAN R,http://cdec.water.ca.gov/
HAC,  15500 CFS,flow,RUSSIAN RIVER NEAR HACIENDA BRIDGE,daily,/cgi-progs/queryDaily?HAC,20,38.5085220336914,-122.927772521973,SONOMA,RUSSIAN R,http://cdec.water.ca.gov/
HEA,  10600 CFS,flow,RUSSIAN RIVER NEAR HEALDSBURG,daily,/cgi-progs/queryDaily?HEA,108,38.6132431030273,-122.836380004883,SONOMA,RUSSIAN R,http://cdec.water.ca.gov/
HOP,   3840 CFS,flow,RUSSIAN RIVER NEAR HOPLAND,daily,/cgi-progs/queryDaily?HOP,498,39.0265617370605,-123.130561828613,MENDOCINO,RUSSIAN R,http://cdec.water.ca.gov/
HMC,  29081 CFS,flow,SACRAMENTO R AT HAMILTON CITY-MAIN CH,daily,/cgi-progs/queryDaily?HMC,145,39.7509231567383,-121.99787902832,GLENN,SACRAMENTO R,http://cdec.water.ca.gov/
ORD,  36490 CFS,flow,SACRAMENTO R AT ORD FERRY-MAIN CHANNEL,daily,/cgi-progs/queryDaily?ORD,115,39.6281318664551,-121.993179321289,GLENN,SACRAMENTO R,http://cdec.water.ca.gov/
BND,  17000 CFS,flow,SACRAMENTO RIVER AT BEND BRIDGE,daily,/cgi-progs/queryDaily?BND,286,40.2884864807129,-122.186660766602,TEHAMA,SACRAMENTO R,http://cdec.water.ca.gov/
BTC,  35823 CFS,flow,SACRAMENTO RIVER AT BUTTE CITY,daily,/cgi-progs/queryDaily?BTC,99,39.4578399658203,-121.994163513184,GLENN,SACRAMENTO R,http://cdec.water.ca.gov/
COL,  31800 CFS,flow,SACRAMENTO RIVER AT COLUSA,daily,/cgi-progs/queryDaily?COL,-3,39.2140579223633,-122.00025177002,COLUSA,SACRAMENTO R,http://cdec.water.ca.gov/
DLT,   1190 CFS,flow,SACRAMENTO RIVER AT DELTA ,daily,/cgi-progs/queryDaily?DLT,1075,40.9395942687988,-122.417236328125,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
FPT,  70448 CFS,flow,SACRAMENTO RIVER AT FREEPORT,daily,/cgi-progs/queryDaily?FPT,0,38.45,-121.5,SACRAMENTO,SACRAMENTO R,http://cdec.water.ca.gov/
MAL,     35 CFS,flow,SACRAMENTO RIVER AT MALLARD ISLAND,daily,/cgi-progs/queryDaily?MAL,0,38.044,-121.919,CONTRA COSTA,SACRAMENTO R,http://cdec.water.ca.gov/
VON,  62600 CFS,flow,SACRAMENTO RIVER AT VERONA,daily,/cgi-progs/queryDaily?VON,43,38.7743453979492,-121.598289489746,SUTTER,SACRAMENTO R,http://cdec.water.ca.gov/
VIN,  26280 CFS,flow,SACRAMENTO RIVER AT VINA BRIDGE-MAIN CH,daily,/cgi-progs/queryDaily?VIN,185,39.9087371826172,-122.092468261719,TEHAMA,SACRAMENTO R,http://cdec.water.ca.gov/
WLK,  25400 CFS,flow,SACRAMENTO RIVER BELOW WILKINS SLOUGH,daily,/cgi-progs/queryDaily?WLK,30,39.009895324707,-121.824691772461,SUTTER,SACRAMENTO R,http://cdec.water.ca.gov/
FRE,  27651 CFS,flow,SACTO R AT FREMONT WEIR (CREST 33.5'),daily,/cgi-progs/queryDaily?FRE,40,38.759445,-121.666389,YOLO,SACRAMENTO R,http://cdec.water.ca.gov/
PAS,    164 CFS,flow,SALINAS RIVER AT PASO ROBLES,daily,/cgi-progs/queryDaily?PAS,700,35.6285820007324,-120.68433380127,SAN LUIS OBISPO,SALINAS R,http://cdec.water.ca.gov/
BRA,     45 CFS,flow,SALINAS RIVER NEAR BRADLEY,daily,/cgi-progs/queryDaily?BRA,443,35.9302444458008,-120.868789672852,MONTEREY,SALINAS R,http://cdec.water.ca.gov/
SPR,    500 CFS,flow,SALINAS RIVER NEAR SPRECKELS,daily,/cgi-progs/queryDaily?SPR,53,36.6310691833496,-121.67244720459,MONTEREY,SALINAS R,http://cdec.water.ca.gov/
SSH,    254 CFS,flow,SALT SLOUGH AT HWY 165 NR STEVINSON,daily,/cgi-progs/queryDaily?SSH,75,37.2478,-120.8511,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
BDT,   2923 CFS,flow,SAN JOAQUIN R AT BRANDT BRIDGE,daily,/cgi-progs/queryDaily?BDT,0,37.865,-121.3231,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
FFB,   1180 CFS,flow,SAN JOAQUIN R AT FREMONT FORD BRIDGE,daily,/cgi-progs/queryDaily?FFB,65,37.3099403381348,-120.931037902832,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
MRB,   2367 CFS,flow,SAN JOAQUIN R AT MAZE RD BRIDGE,daily,/cgi-progs/queryDaily?MRB,39,37.6414,-121.2276,STANISLAUS,SAN JOAQUIN R,http://cdec.water.ca.gov/
SCL,   1710 CFS,flow,SAN JOAQUIN R NR CROWS LANDING,daily,/cgi-progs/queryDaily?SCL,60,37.4318809509277,-121.013816833496,STANISLAUS,SAN JOAQUIN R,http://cdec.water.ca.gov/
SDP,      8 CFS,flow,SAN JOAQUIN R NR DOS PALOS,daily,/cgi-progs/queryDaily?SDP,116,36.994,-120.5015,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
SWA,       BRT,flow,SAN JOAQUIN R NR WASHINGTON RD,daily,/cgi-progs/queryDaily?SWA,109,37.11532,-120.587,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
MSD,   4174 CFS,flow,SAN JOAQUIN RIVER AT MOSSDALE BRIDGE,daily,/cgi-progs/queryDaily?MSD,31,37.786,-121.306,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
MEN,    152 CFS,flow,SAN JOAQUIN RIVER NEAR MENDOTA,daily,/cgi-progs/queryDaily?MEN,170,36.8105049133301,-120.378227233887,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
NEW,   1680 CFS,flow,SAN JOAQUIN RIVER NEAR NEWMAN,daily,/cgi-progs/queryDaily?NEW,90,37.3504943847656,-120.977149963379,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
SJP,   1506 CFS,flow,SAN JOAQUIN RIVER NEAR PATTERSON,daily,/cgi-progs/queryDaily?SJP,97,37.494,-121.081,STANISLAUS,SAN JOAQUIN R,http://cdec.water.ca.gov/
SJS,    880 CFS,flow,SAN JOAQUIN RIVER NEAR STEVINSON,daily,/cgi-progs/queryDaily?SJS,82,37.295,-120.851,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
VNS,   3100 CFS,flow,SAN JOAQUIN RIVER NEAR VERNALIS,daily,/cgi-progs/queryDaily?VNS,35,37.6760406494141,-121.266326904297,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
SFJ,    324 CFS,flow,SCOTT RIVER NEAR FORT JONES,daily,/cgi-progs/queryDaily?SFJ,2623,41.6406898498535,-123.015037536621,SISKIYOU,KLAMATH R,http://cdec.water.ca.gov/
STP,    148 CFS,flow,STAMPEDE,daily,/cgi-progs/queryDaily?STP,5956,39.471,-120.103,SIERRA,TRUCKEE R,http://cdec.water.ca.gov/
OBB,    383 CFS,flow,STANISLAUS R AT ORANGE BLOSSOM BRIDGE,daily,/cgi-progs/queryDaily?OBB,117,37.783,-120.75,STANISLAUS,STANISLAUS R,http://cdec.water.ca.gov/
RIP,    538 CFS,flow,STANISLAUS RIVER AT RIPON,daily,/cgi-progs/queryDaily?RIP,73,37.7296524047852,-121.110496520996,SAN JOAQUIN,STANISLAUS R,http://cdec.water.ca.gov/
THO,    254 CFS,flow,THOMES CREEK AT PASKENTA,daily,/cgi-progs/queryDaily?THO,720,39.8878402709961,-122.528564453125,TEHAMA,SACRAMENTO R,http://cdec.water.ca.gov/
DGC,    658 CFS,flow,TRINITY RIVER AT DOUGLAS CITY,daily,/cgi-progs/queryDaily?DGC,1600,40.6452789306641,-122.956665039063,TRINITY,TRINITY R,http://cdec.water.ca.gov/
HPA,   8170 CFS,flow,TRINITY RIVER AT HOOPA,daily,/cgi-progs/queryDaily?HPA,330,41.0498504638672,-123.673667907715,HUMBOLDT,TRINITY R,http://cdec.water.ca.gov/
TTC,     56 CFS,flow,TRUCKEE RIVER AT TAHOE CITY,daily,/cgi-progs/queryDaily?TTC,5930,39.1662940979004,-120.144355773926,PLACER,TRUCKEE R,http://cdec.water.ca.gov/
LGN,    169 CFS,flow,TUOLUMNE R BLW LA GRANGE DAM NR LA GRANG,daily,/cgi-progs/queryDaily?LGN,170,37.6663208007813,-120.442138671875,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
MOD,    538 CFS,flow,TUOLUMNE RIVER AT MODESTO,daily,/cgi-progs/queryDaily?MOD,90,37.6268768310547,-120.987991333008,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
BRI,   2720 CFS,flow,VAN DUZEN R NR BRIDGEVILLE AT GRIZZLY CR,daily,/cgi-progs/queryDaily?BRI,358,40.4804153442383,-123.89087677002,HUMBOLDT,VAN DUZEN R,http://cdec.water.ca.gov/
VCU,   3434 CFS,flow,VICTORIA CANAL NEAR BYRON,daily,/cgi-progs/queryDaily?VCU,0,37.8717,-121.5283,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
YBY,  15100 CFS,flow,YOLO BYPASS NEAR WOODLAND,daily,/cgi-progs/queryDaily?YBY,-3,38.6776809692383,-121.64412689209,YOLO,SACRAMENTO R,http://cdec.water.ca.gov/
MRY,   5510 CFS,flow,YUBA RIVER NEAR MARYSVILLE,daily,/cgi-progs/queryDaily?MRY,88,39.175724029541,-121.524963378906,YUBA,YUBA R,http://cdec.water.ca.gov/
YRS,   4334 CFS,flow,YUBA RIVER NEAR SMARTVILLE,daily,/cgi-progs/queryDaily?YRS,280,39.2351722717285,-121.274124145508,YUBA,YUBA R,http://cdec.water.ca.gov/
